sample_id,caption_a,caption_b,expected,winner_source,image_description,image_uncanny_description
39d2e049e20530f736e814cb65c59e67,The listing did say kitchen to die for.,The hardest part is keeping it off.,A,crowd_winner,"This takes place in a kitchen where everything is locked up tight, including the refrigerator and cupboards. There are traps and spikes covering the floor. Two people look on with inquisitive expressions.",People do not lock and set up traps in their kitchen.
9539bc537ebd5167014eb4feb505dfcb,They say he has great gravitas.,Now THAT'S the road less traveled!,B,crowd_winner,Three men are hiking in the mountains. one man is walking down the cliff.,The one explorer is defying gravity.
744535b6508d7b171e98245c22b3f855,It's critical you limit time in his man cave.,Her testosterone levels are through the roof.,B,official_winner,A doctor and a woman are walking into a hospital room. There is a very hairy man in the bed hooked up to IVs.,The man is hairier than anyone else alive.
d3b3bd3b4b956babdb87234979c82c51,Is it normal to feel like the world is going to swallow you whole?,You should see the couch they have at the urologist's office.,B,crowd_winner,A psychiatrist is talking to a patient. He is laying on a red couch in the office.,The couch is the only thing in color.
6114b19113bc1ac06a05b527925be293,Does this mean he's not coming back?,"Oh, great. More office drama.",B,official_winner,"Two men in suits are walking by a cubicle.  Inside the cubicle is a small coffin filled with dirt, with a tombstone at the front.",It's unusual to see coffins in office workplaces
fbf398f7cb0ab9418635359771778b82,"So, where do you see yourself in 5,000 years?",The rules say I have three tries to reset my password.,A,official_winner,A man in a suit is sitting behind a six drawer executive desk in the middle of a large office with three huge windows looking out over a city. In front of the man's desk is a huge sculpture of the sphinx.,"It's uncanny to see a replica of the sphinx, apparently to scale, in the middle of an office."
0b87bdef76e8dbd9be5313a959ee9e2a,"Until death do us part, except when death shows up with cocktail fixings.",He's the only one who can legally hand out refreshments to voters in Georgia.,B,crowd_winner,The grim reaper is handing a pan of lemons to a man. The man turns to a woman to say something to her.,The grim reaper is known to take lives and not be helpful.
02ab08b34bc56610d4d7a324a732de82,Because PETA said we can't whack him.,"A bust is a bust, of course, of course.",A,official_winner,A group of gangsters is at a table. They are talking while a cop on a horse looks on. The horse is dressed up in a gangster uniform.,There is a cop on a horse. The horse is dressed as a gangster.
55d7916f2facc1a8953d6fb8518d63aa,No vacancy.,I blame inflation.,B,official_winner,There is a huge beachball in a pool. People are outside in swimsuits looking at it.,There is a huge beach ball filling up an entire pool.
a3c528449fdf17e1643bfec464dc4ee3,What time is it?,Got anything besides Tang?,B,official_winner,A person crawling on the floor is greeted by someone in a spacesuit. The person in the spacesuit is holding the American flag.,The place resembles the moon but it would be impossible for the man to breathe without the spacesuit.
56300e91e8be8bfa8c022e7e22942375,This would work out a lot better if we had kids.,"No, I do not need to ask for directions. I have a sextant.",A,official_winner,"Two people are sitting inside the car. They are grasping oars, which are sticking out the windows.",They look to be trying to row the car.
cadab24f603aebbe8b62fd7a3f1ea620,I always knew you had an inflated ego.,How much did you spend at Macy's this year?,B,official_winner,A lady is standing on a bar with a drink in her hand and looking towards the man sitting nearby with worried look on his face. There is a huge face behind the bar counter of a guy with facial hair.,Waiter's 10 times larger face behind the bar counter is unsusual.
e3a71a40acd4c499922c8b3cf7575044,...and here come the bees.,Didn't you hate that movie?,A,official_winner,There are two people sitting on a park bench. The man on the left is reading a newspaper while talking to the other person on the right. The person on the right is covered in pigeons from head to toe.,It is unusual for a person to be completely covered with birds.
68852ee74e40681b667a12999ecdbdb4,Everybody started falling for me after I lost all the weight.,"I have to ask, do you feel that you could be a danger to others?",B,crowd_winner,A therapist is talking to a banana peel. She is taking notes and taking the session really seriously.,A banana peel cannot receive therapy because it is an inanimate object with no feelings.
586edf428e1c43620873c220ecd091b7,You've got bunnies.,Avoid direct sunlight.,B,official_winner,A doctor is standing in an examination room. Someone is making a shadow puppet of a bunny on the wall.,This is odd behavior for a doctor's office.
49cd474cb540169d9d78d5396328576d,"And no, this policy does not apply to the bonuses.",Let's continue this discussion over a hot barrel of coffee.,B,official_winner,Two men are sitting across each other from a desk. There is a large pencil sharpener and cup of pencils on the desk.,Pencil sharpeners and pencils are usually not that large.
b5cb279394a962513d68b01535f91e69,I had a Groupon.,Costco.,B,official_winner,There is a huge statue of a man with glasses in a graveyard. A couple stare at it by a gate.,There is a huge statue of a head in a graveyard smiling. That is not something that goes in a graveyard.
38efa0e43de34a6fe7989b9b55861022,This one's about a man who wouldn't buy a snowblower.,I'll never tell my wife she can't play guitar again.,A,official_winner,A man is outside of his house in the winter and he is shoveling snow. His wife is beside him playing a guitar as he shovels.,A woman is outside in the freezing winter and playing a guitar for her husband as he works.
59db3dc4ee5e1460e8f8d09cede074ea,"No matter what, Larry always found time for a quick curveball.",Take three thousand Tylenol and call me in the morning.,B,official_winner,There is a doctor sitting at a desk in his office who is leaning over to physically check the pulse of a giant hand and wrist coming in from the door. The hand is the same size as the doctor's desk.,It is unusual for a human hand to be this size. The doctor would have to be the size of a doll in a doll house.
9304b2a620bf3ee5d68c04766e102b8c,I should have jumped from a higher floor.,My autopiloted car is stuck in traffic.,A,crowd_winner,A man dressed in a business suit is laying on the sidewalk outside. There are a number of pedestrians walking over or around him and they all look upset while he looks peaceful.,Seeing a man in a suit laying on the ground on a busy sidewalk is unexpected and seeing his reaction of not caring how angry he is making people trying to walk is also unusual.
f68224c57031d95e0dff3fc3baa39e58,And the results of the balloting will be revealed at the piñata party.,"I miss you too, Aunt Maude, but we were hoping to speak with Mr. Jobs.",B,official_winner,A group of businesspeople are sitting around a table. One of the people has a head that looks like a gumball machine or lightbulb.,"It is odd to see a gumball machine or lightbulb on a human's body, especially since it seems to be participating in the meeting."
b903f6fe83b809fe4b043eb5ffd78913,It's no use trying to talk me up.,Excuse me—does this joke need a lawyer?,B,official_winner,"Three men are standing out on the ledge of a tall building. They are a priest, police officer, and a fireman. Another man is standing by the window and speaking to them.",Three people are outside on the ledge of a building together. It is a dangerous place to be and they're not trying to save each other.
ab02c69a19980a259505d16c7f4c69cc,"Sorry, my time is up.",He's in the control group,A,official_winner,"A man is seeing his psychological patient in his office. He's on the phone and three bullets are coming, and have shattered the window.",People don't usually shoot into windows like that.
586c499e1b54edb9d940cbb8e114282c,"Promise me, next time we go to a party, you'll mingle and not hover near the cat box.","Two thousand eyes, but it still takes you all day to read the morning paper.",B,official_winner,"A woman and a giant fly are sitting in bed reading and talking to each other, as if they are about to go to bed for the night. The giant bug is disguised behind a newspaper, and the woman might not notice the bug.","it's weird that there is a giant bug in the woman's bed instead of, presumably, her human spouse. Also, the fact that she doesn't seem to notice yet is suggested by the newspaper disguise"
