sample_id,meta,joke_a_text,joke_b_text,expected,winner_source,image_description,image_uncanny_description
274434ce98c60dbb839551ab3eac8108,NYCC train 274434ce98c60dbb839551ab3eac8108,You could at least bark.,You know this guy?,Joke A,official_winner,A man is walking a dog in nature. He comes across a monster standing on a rock.,Monsters are out of place because they don't exist.
7a227d61dcdc604578b49541aa719c95,NYCC train 7a227d61dcdc604578b49541aa719c95,"No, No - my lawyer requested and extra clause!",So you think you're ready for the corner tank?,Joke B,official_winner,A man and a lobster are sitting across from one another at an office desk up high in an office building. The man is dressed in a suit and bow tie and is looking down at a sheet of paper. The lobster is sitting in a char with its claws above its head.,A lobster lives in the sea and is caught to be eaten so seeing one sitting in a chair in an office while a man dressed in a suit looks to be interviewing him for a job is unusual.
78fca2a995dfca6f3f0ae16449dc717c,NYCC train 78fca2a995dfca6f3f0ae16449dc717c,We aren't here to pick sides.,He was my first client.,Joke B,official_winner,A woman speaks to a man in his office. There is another man who is sitting in a chair at the side of the wall.,Sitting on the side of the wall defies all laws of gravity.
26982660f6c9329a188c2d6b09696cc6,NYCC train 26982660f6c9329a188c2d6b09696cc6,You said this always works.,I’m not in favor of that position.,Joke B,official_winner,A man is sleeping in bed with a woman but he still is in a suit and tie. Along with that is a podium that is on top of the man.,Going to bed with a suit and tie and a podium on top of you would be very uncomfortable.
ba534dbfb9564e17fac836f0fa4c01e0,NYCC train ba534dbfb9564e17fac836f0fa4c01e0,I never know what to pack.,They were supposed to eat the moths.,Joke A,official_winner,A man and woman are in a bedroom together and they have a few suitcases lying around. One suitcase on the bed is wide open and it is full of water and fish.,A suitcase has water and fish inside of it rather than clothing.
25be3546eaac3bab043f451a847b92d3,NYCC train 25be3546eaac3bab043f451a847b92d3,"This is all very well, but where are YOU going to self-quarantine?",This would have been a lot easier if you weren't so tall,Joke A,crowd_winner,A kid is building a sand castle in the sandbox that is very tall. A kid is at the top level.,It's not possible to stand in a sand castle at the top. It would collapse.
3a9104592bfd44804db10cbbccf75590,NYCC train 3a9104592bfd44804db10cbbccf75590,"Sheriff, I feel like we're just going through the motions here.",Personally I think the Humane Society's demands are getting unreasonable.,Joke A,crowd_winner,Two men dressed as cowboys with guns are being chased by two other men dressed as cowboys with guns and wearing sheriff badges. All the men are on fake toy rocking horses and they all look angry.,"You would expect to see the men on top of real horses but instead you see them on toy rocking horses. Toy rocking horses aren't able to move forward so seeing them in a ""chase"" situation is also unusual. The men acting serious as if they were not on a child's toy rocking horse is also unusual."
a664274551b27cee4f37b115a5ef0178,NYCC train a664274551b27cee4f37b115a5ef0178,I move for less transparency.,They're known as the wrecking crew.,Joke A,official_winner,Outside of a work meeting there are a few cleaning men with helmets and sunglasses on. They are posing like they are ready to crash the meeting.,Cleaning crews mostly focus on cleaning the windows without wearing helmets and sunglasses.
a9674774063b40cc4dcefee6c50c3e73,NYCC train a9674774063b40cc4dcefee6c50c3e73,Since Lois left me I enjoy the pat-down.,I'm always amazed these things actually fly.,Joke B,official_winner,Superman is on an airplane. He is talking to a man reading a book.,"Superman is on an airplane. He can fly, so why does he need a plane?"
36bb5a8a3f21b362e179751cac7e49a3,NYCC train 36bb5a8a3f21b362e179751cac7e49a3,The mimes were right after all.,"If you see a fork in the road, avoid it.",Joke B,crowd_winner,Four people and a dog are standing or walking inside bubbles on a sidewalk in a city next to an empty road. They all look very happy and content.,People like their freedom and fresh air so it's unusual to see people or animals inside bubbles and seemingly being happy about it.
4cc3d4811517a5f6753a3b4e348af45d,NYCC train 4cc3d4811517a5f6753a3b4e348af45d,Sometimes I feel like I'm my own worst enemy,Let's just go with the open floor plan.,Joke B,official_winner,There is a disassembled maze. Two mice are perusing the instructions.,Mice are going to build a maze.
7f68f946807561b138cc78e63095daab,NYCC train 7f68f946807561b138cc78e63095daab,"Well, our ""comfort dog"" problem was getting crazy-bad... it seems a bit better.","No, you can't have another customer. You haven't finished the last one.",Joke B,crowd_winner,A waiter points his finger at an alligator who has opened its mouth.There is also a woman that is sitting down nonchalantly as this is happening. The alligator seems to have appeared from a boxed shaped hole.,People would scream and panic if an alligator appeared from nowhere.
87d21b82ab5dc253fb68d65357534c19,NYCC train 87d21b82ab5dc253fb68d65357534c19,Everybody started falling for me after I lost all the weight.,"I have to ask, do you feel that you could be a danger to others?",Joke B,crowd_winner,A therapist woman is taking notes. A banana peel is sitting in the chair next to her.,Banana peels do not need therapy.
fa210cc2d819619c98477400d5a582f0,NYCC train fa210cc2d819619c98477400d5a582f0,"If that's a courtship display, I think I know how we go extinct.",And just when Ralph though 2020 couldn't get any worse...,Joke A,official_winner,Two dinosaurs are staring at one another. One is wearing a pinwheel hat.,The hat is the only thing colored in.
52a9b4269d1190cd7662feefc7fd7830,NYCC train 52a9b4269d1190cd7662feefc7fd7830,"Well, at least try to pee.",Let's let him keep your ball.,Joke B,official_winner,A man is walking a dog in nature. He comes across a monster standing on a rock.,Monsters are out of place because they don't exist.
ea71c1288c189c040b57970ffa7189f3,NYCC train ea71c1288c189c040b57970ffa7189f3,"First, you'll chase funding for several years. Then, as soon as you lose hope, we'll give you a piece of cheese and you'll do it all over again.","And, when you get hungry, the cafeteria is to your right, left, left, right, left, straight, right, straight, left, and then you push on the big lever.",Joke B,official_winner,Two scientists are conferring in a lab. One scientist has a mouse head.,There is a man with the head of a mouse.
f254628cf718f6ffe0a0a12646070dc7,NYCC train f254628cf718f6ffe0a0a12646070dc7,I am pleased to announce that Dopey will be leaving us to pursue a career as White House Chief of Staff.,No one is going to believe this. You all need to stay still so I can get a photo for Instagram.,Joke A,crowd_winner,"Famous fictional character Snow White is playing with the seven dwarfs out in a field. The dwarfs are all wearing roller skates while Snow White is just wearing shoes. Snow white is smiling, as are most of the dwarfs.",The Snow White story is a famous fictional fairy tale but it does not include anything about the dwarfs roller skating so seeing them do so is unexpected and unusual.
a8af1c746e3171ae6baa51697b398d29,NYCC train a8af1c746e3171ae6baa51697b398d29,He's taking it better than I expected.,"No one likes a show-off, Ted.",Joke A,crowd_winner,Some pirates are standing around a plank on a pirate ship. The man they were executing is diving into the water.,The man is diving off the plank like an Olympic diver.
d60be2bb62a9e5ad0d7b4e7d78f18336,NYCC train d60be2bb62a9e5ad0d7b4e7d78f18336,"Well,I know what Duke Ellington would do.",An entire civilization was derailed here last month,Joke A,crowd_winner,Two explorers are hiking through nature. They come across two subway cars in the brush.,Subway cars wouldn't be way out in the middle of nowhere.
3bca8939c3067aae9fdaf988e6bdec01,NYCC train 3bca8939c3067aae9fdaf988e6bdec01,"He said up the river, not across the river.",I'm afraid they'll give you life.,Joke B,official_winner,A lawyer is with his client in a courtroom. They're having a conversation.,The client is Death.
632f22fe711e148cb6795639f551818f,NYCC train 632f22fe711e148cb6795639f551818f,I told you I had a good attorney.,So when are you two taking the plunge?,Joke B,official_winner,A party is going on. A woman in a dress with wine is talking to a couple. The couple is tied up and their feet are in buckets.,There are people tied up at a party.
d4973a24d69438695de7cb2103cf15f6,NYCC train d4973a24d69438695de7cb2103cf15f6,"Miss Jones, send in the extra paperweights.",Stop! Stop! I said to turn the air down.,Joke A,official_winner,"There is a man in an office who is suspended in the middle of the room. The desk, chairs, phone and office supplies are also flung around the room and are also suspended in the middle of the air. The man is turned towards the phone which is facing him but out of reach.",How are the office materials and man suspended in the air?
0e5c6f2d5a6d361c8c46b64eb558a8a7,NYCC train 0e5c6f2d5a6d361c8c46b64eb558a8a7,"Nothing great, he tasted just like chicken.",I still have room for a second opinion.,Joke B,official_winner,"A lion and a bear are sorting through several objects on the ground. The objects themselves appear to have belonged to a doctor, e.g., there's a stethoscope, a head mirror, etc. In addition to doctor objects, there's also some bones. A car is in the background.",The bones and doctor objects suggest that either the lion or the bear ate a doctor that came out to this field. The bear and the lion are looking at each other knowingly.
5071dce8d032cf8a357678884b18f8b3,NYCC train 5071dce8d032cf8a357678884b18f8b3,"On the plus side, it's a terrific example of Native American craftsmanship.","Seriously, when are you going to stop hunting with the Vice President?",Joke A,official_winner,A doctor is talking to a man. The cowboy is the patient and has arrows going through him.,The cowboy would be dead with that many arrows in him.
9949f3a74dbe1160bd36389a83e99301,NYCC train 9949f3a74dbe1160bd36389a83e99301,"When people order a White Russian, that's not what they mean.","Honest to God, Joe, she's the best bouncer I've ever hired.",Joke B,official_winner,There is a man speaking to a bartender. Behind that man waiting in line is a ballerina. The ballerina has an angry expression on her face.,There is a ballerina dressed in her dance clothing performing in a bar.
461a2c41de6dbffa60970724603fa969,NYCC train 461a2c41de6dbffa60970724603fa969,The hole in the middle was my idea.,I'm worried he's stuck in a font.,Joke A,official_winner,Two women are sitting in a living room chatting and drinking from cups. A man in the other room considers a giant donut.,There is a giant donut in the other room.
e6ccd9cfb38091d9e25245d847a34352,NYCC train e6ccd9cfb38091d9e25245d847a34352,"Obviously, I'm really ambivalent about this.",This your last chance to come clean.,Joke B,crowd_winner,A boy is in a tub tied up in a bucket. A man is smoking there and talking. Water is spraying on the boy.,The boy is in tub tied up and his feet are in a bucket.
